Song ID,Song Name,Artist,Length,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,wav Path,Lyrics,Emotion
75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,309600,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4,./wav_clips/The_Scientist_0.wav,Lyrics not found,sad
75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,309600,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4,./wav_clips/The_Scientist_1.wav,Lyrics not found,sad
75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay,309600,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4,./wav_clips/The_Scientist_2.wav,Lyrics not found,sad
69pwmeyvQMuHMtkCmpEWhQ,How To Disappear Completely,Radiohead,356333,0.168,0.302,6,-11.645,0,0.0344,0.315,0.79,0.11,0.205,102.041,4,./wav_clips/How_To_Disappear_Completely_0.wav,"Paroles de la chanson How to disappear completely par Radiohead
That there, that's not me
I go where I please
I walk through walls
I float down the Liffey

I'm not here
This isn't happening
I'm not here
I'm not here

In a little while
I'll be gone
The moment's already passed
Yeah, it's gone

And I'm not here

This isn't happening
I'm not here
I'm not here

Strobe lights and blown speakers
Fireworks and hurricanes

I'm not here
This isn't happening
I'm not here
I'm not here",sad
69pwmeyvQMuHMtkCmpEWhQ,How To Disappear Completely,Radiohead,356333,0.168,0.302,6,-11.645,0,0.0344,0.315,0.79,0.11,0.205,102.041,4,./wav_clips/How_To_Disappear_Completely_1.wav,"Paroles de la chanson How to disappear completely par Radiohead
That there, that's not me
I go where I please
I walk through walls
I float down the Liffey

I'm not here
This isn't happening
I'm not here
I'm not here

In a little while
I'll be gone
The moment's already passed
Yeah, it's gone

And I'm not here

This isn't happening
I'm not here
I'm not here

Strobe lights and blown speakers
Fireworks and hurricanes

I'm not here
This isn't happening
I'm not here
I'm not here",sad
69pwmeyvQMuHMtkCmpEWhQ,How To Disappear Completely,Radiohead,356333,0.168,0.302,6,-11.645,0,0.0344,0.315,0.79,0.11,0.205,102.041,4,./wav_clips/How_To_Disappear_Completely_2.wav,"Paroles de la chanson How to disappear completely par Radiohead
That there, that's not me
I go where I please
I walk through walls
I float down the Liffey

I'm not here
This isn't happening
I'm not here
I'm not here

In a little while
I'll be gone
The moment's already passed
Yeah, it's gone

And I'm not here

This isn't happening
I'm not here
I'm not here

Strobe lights and blown speakers
Fireworks and hurricanes

I'm not here
This isn't happening
I'm not here
I'm not here",sad
16LgXyNShQbrqBRF4TT1Sr,Something In The Way,Nirvana,232146,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4,./wav_clips/Something_In_The_Way_0.wav,"Paroles de la chanson Something In The Way par Nirvana
Underneath the bridge 
The tarp has sprung a leak 
And the animals I've trapped 
Have all become my pets 
And I'm living off of grass 
And the drippings from the ceiling 
It's okay to eat fish 
'Cause they don't have any feelings 

Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm 


Underneath the bridge 
The tarp has sprung a leak 
And the animals I've trapped 
Have all become my pets 
And I'm living off of grass 
And the drippings from the ceiling 
It's okay to eat fish 
'Cause they don't have any feelings 

Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm",sad
16LgXyNShQbrqBRF4TT1Sr,Something In The Way,Nirvana,232146,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4,./wav_clips/Something_In_The_Way_1.wav,"Paroles de la chanson Something In The Way par Nirvana
Underneath the bridge 
The tarp has sprung a leak 
And the animals I've trapped 
Have all become my pets 
And I'm living off of grass 
And the drippings from the ceiling 
It's okay to eat fish 
'Cause they don't have any feelings 

Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm 


Underneath the bridge 
The tarp has sprung a leak 
And the animals I've trapped 
Have all become my pets 
And I'm living off of grass 
And the drippings from the ceiling 
It's okay to eat fish 
'Cause they don't have any feelings 

Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm",sad
16LgXyNShQbrqBRF4TT1Sr,Something In The Way,Nirvana,232146,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4,./wav_clips/Something_In_The_Way_2.wav,"Paroles de la chanson Something In The Way par Nirvana
Underneath the bridge 
The tarp has sprung a leak 
And the animals I've trapped 
Have all become my pets 
And I'm living off of grass 
And the drippings from the ceiling 
It's okay to eat fish 
'Cause they don't have any feelings 

Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm 


Underneath the bridge 
The tarp has sprung a leak 
And the animals I've trapped 
Have all become my pets 
And I'm living off of grass 
And the drippings from the ceiling 
It's okay to eat fish 
'Cause they don't have any feelings 

Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm 
Something in the way, mmm 
Something in the way, yeah, mmm",sad
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,222369,0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05e-06,0.098,0.142,78.403,4,"./wav_clips/What_Was_I_Made_For?_[From_The_Motion_Picture_""Barbie""]_0.wav",Lyrics not found,sad
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,222369,0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05e-06,0.098,0.142,78.403,4,"./wav_clips/What_Was_I_Made_For?_[From_The_Motion_Picture_""Barbie""]_1.wav",Lyrics not found,sad
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,222369,0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05e-06,0.098,0.142,78.403,4,"./wav_clips/What_Was_I_Made_For?_[From_The_Motion_Picture_""Barbie""]_2.wav",Lyrics not found,sad
0COiZ7ncho2yi4HotbzgPv,Motion Picture Soundtrack,Radiohead,200482,0.134,0.129,7,-16.128,1,0.0341,0.921,0.697,0.13,0.0435,93.668,4,./wav_clips/Motion_Picture_Soundtrack_0.wav,"Paroles de la chanson Motion picture soundtrack par Radiohead
Red wine and sleeping pills
Help me get back to your arms
Cheap sex and sad films
Help me get where I belong

I think you're crazy, maybe
I think you're crazy, maybe

Stop sending letters
Letters always get burned
It's not like the movies
They fed us on little white lies

I think you're crazy, maybe
I think you're crazy, maybe


I will see you in the next life",sad
0COiZ7ncho2yi4HotbzgPv,Motion Picture Soundtrack,Radiohead,200482,0.134,0.129,7,-16.128,1,0.0341,0.921,0.697,0.13,0.0435,93.668,4,./wav_clips/Motion_Picture_Soundtrack_1.wav,"Paroles de la chanson Motion picture soundtrack par Radiohead
Red wine and sleeping pills
Help me get back to your arms
Cheap sex and sad films
Help me get where I belong

I think you're crazy, maybe
I think you're crazy, maybe

Stop sending letters
Letters always get burned
It's not like the movies
They fed us on little white lies

I think you're crazy, maybe
I think you're crazy, maybe


I will see you in the next life",sad
0COiZ7ncho2yi4HotbzgPv,Motion Picture Soundtrack,Radiohead,200482,0.134,0.129,7,-16.128,1,0.0341,0.921,0.697,0.13,0.0435,93.668,4,./wav_clips/Motion_Picture_Soundtrack_2.wav,"Paroles de la chanson Motion picture soundtrack par Radiohead
Red wine and sleeping pills
Help me get back to your arms
Cheap sex and sad films
Help me get where I belong

I think you're crazy, maybe
I think you're crazy, maybe

Stop sending letters
Letters always get burned
It's not like the movies
They fed us on little white lies

I think you're crazy, maybe
I think you're crazy, maybe


I will see you in the next life",sad
28cnXtME493VX9NOw9cIUh,Hurt,Johnny Cash,216533,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,4,./wav_clips/Hurt_0.wav,"Paroles de la chanson Hurt par Johnny Cash
I hurt myself today
To see if I still feel
I focus on the pain
The only thing that's real
The needle tears a hole
The old familiar sting
Try to kill it all away
But I remember everything

What have I become
My sweetest friend?
Everyone I know
Goes away in the end
And you could have it all
My empire of dirt
I will let you down

I will make you hurt

I wear this crown of thorns
Upon my liar's chair
Full of broken thoughts
I cannot repair
Beneath the stains of time
The feelings disappear
You are someone else
I am still right here

What have I become
My sweetest friend?
Everyone I know
Goes away in the end
And you could have it all
My empire of dirt
I will let you down

I will make you hurt

If I could start again
A million miles away
I would keep myself
I would find a way",sad
28cnXtME493VX9NOw9cIUh,Hurt,Johnny Cash,216533,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,4,./wav_clips/Hurt_1.wav,"Paroles de la chanson Hurt par Johnny Cash
I hurt myself today
To see if I still feel
I focus on the pain
The only thing that's real
The needle tears a hole
The old familiar sting
Try to kill it all away
But I remember everything

What have I become
My sweetest friend?
Everyone I know
Goes away in the end
And you could have it all
My empire of dirt
I will let you down

I will make you hurt

I wear this crown of thorns
Upon my liar's chair
Full of broken thoughts
I cannot repair
Beneath the stains of time
The feelings disappear
You are someone else
I am still right here

What have I become
My sweetest friend?
Everyone I know
Goes away in the end
And you could have it all
My empire of dirt
I will let you down

I will make you hurt

If I could start again
A million miles away
I would keep myself
I would find a way",sad
28cnXtME493VX9NOw9cIUh,Hurt,Johnny Cash,216533,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,4,./wav_clips/Hurt_2.wav,"Paroles de la chanson Hurt par Johnny Cash
I hurt myself today
To see if I still feel
I focus on the pain
The only thing that's real
The needle tears a hole
The old familiar sting
Try to kill it all away
But I remember everything

What have I become
My sweetest friend?
Everyone I know
Goes away in the end
And you could have it all
My empire of dirt
I will let you down

I will make you hurt

I wear this crown of thorns
Upon my liar's chair
Full of broken thoughts
I cannot repair
Beneath the stains of time
The feelings disappear
You are someone else
I am still right here

What have I become
My sweetest friend?
Everyone I know
Goes away in the end
And you could have it all
My empire of dirt
I will let you down

I will make you hurt

If I could start again
A million miles away
I would keep myself
I would find a way",sad
7gYwIAHB6VxzLJFSZMMv8i,I Forget Where We Were,Ben Howard,281213,0.305,0.462,0,-9.57,1,0.0338,0.475,0.122,0.0916,0.181,113.468,4,./wav_clips/I_Forget_Where_We_Were_0.wav,"Paroles de la chanson I Forget Where We Were par Ben Howard
Hey, I wasn't listening
I was watching Syria
Blinded by the sunshine strip
And you, you were in the kitchen
Oh your mariner's mouth
The wounded with the wounder's whip

And that's how summer passed
The great dividing range
The green, green grass
And oh, maybe it was peace at last, who knew

Then, hello love
My invincible friend
Hello love
The thistle and the burr

Hello love
For you I have so many words
But I, I forget where we were

Hey, I wasn't listening
I was stung by all of us
The blind leading out the bored
And as per usual
You were skipping and laughing
Eyes at the bedroom door
""Don't take it so seriously, only time is ours, the rest we'll just wait and see!'
Maybe you're right babe
Maybe

That's how summer passed: the great dividing range, the green, green, grass
And oh maybe I'll hold on fast

To you

Then, hello love
My invincible friend
Hello love
The thistle and the burr
Hello love
For you I have so many words
But I, I forget where we were

I, I forget where we were
I, I forget where we were
I forget where we were, no
I forget where we were, no

That's how summer passed: the great dividing range, the green, green, grass
And ohm maybe it was peace at last

Who knew",sad
7gYwIAHB6VxzLJFSZMMv8i,I Forget Where We Were,Ben Howard,281213,0.305,0.462,0,-9.57,1,0.0338,0.475,0.122,0.0916,0.181,113.468,4,./wav_clips/I_Forget_Where_We_Were_1.wav,"Paroles de la chanson I Forget Where We Were par Ben Howard
Hey, I wasn't listening
I was watching Syria
Blinded by the sunshine strip
And you, you were in the kitchen
Oh your mariner's mouth
The wounded with the wounder's whip

And that's how summer passed
The great dividing range
The green, green grass
And oh, maybe it was peace at last, who knew

Then, hello love
My invincible friend
Hello love
The thistle and the burr

Hello love
For you I have so many words
But I, I forget where we were

Hey, I wasn't listening
I was stung by all of us
The blind leading out the bored
And as per usual
You were skipping and laughing
Eyes at the bedroom door
""Don't take it so seriously, only time is ours, the rest we'll just wait and see!'
Maybe you're right babe
Maybe

That's how summer passed: the great dividing range, the green, green, grass
And oh maybe I'll hold on fast

To you

Then, hello love
My invincible friend
Hello love
The thistle and the burr
Hello love
For you I have so many words
But I, I forget where we were

I, I forget where we were
I, I forget where we were
I forget where we were, no
I forget where we were, no

That's how summer passed: the great dividing range, the green, green, grass
And ohm maybe it was peace at last

Who knew",sad
7gYwIAHB6VxzLJFSZMMv8i,I Forget Where We Were,Ben Howard,281213,0.305,0.462,0,-9.57,1,0.0338,0.475,0.122,0.0916,0.181,113.468,4,./wav_clips/I_Forget_Where_We_Were_2.wav,"Paroles de la chanson I Forget Where We Were par Ben Howard
Hey, I wasn't listening
I was watching Syria
Blinded by the sunshine strip
And you, you were in the kitchen
Oh your mariner's mouth
The wounded with the wounder's whip

And that's how summer passed
The great dividing range
The green, green grass
And oh, maybe it was peace at last, who knew

Then, hello love
My invincible friend
Hello love
The thistle and the burr

Hello love
For you I have so many words
But I, I forget where we were

Hey, I wasn't listening
I was stung by all of us
The blind leading out the bored
And as per usual
You were skipping and laughing
Eyes at the bedroom door
""Don't take it so seriously, only time is ours, the rest we'll just wait and see!'
Maybe you're right babe
Maybe

That's how summer passed: the great dividing range, the green, green, grass
And oh maybe I'll hold on fast

To you

Then, hello love
My invincible friend
Hello love
The thistle and the burr
Hello love
For you I have so many words
But I, I forget where we were

I, I forget where we were
I, I forget where we were
I forget where we were, no
I forget where we were, no

That's how summer passed: the great dividing range, the green, green, grass
And ohm maybe it was peace at last

Who knew",sad
3lG6OtGDsYAOALxEmubQQm,Happiness is a butterfly,Lana Del Rey,272485,0.467,0.119,2,-10.99,1,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,4,./wav_clips/Happiness_is_a_butterfly_0.wav,"Paroles de la chanson Happiness Is a Butterfly par Lana Del Rey
Do you want me or do you not?
I heard one thing, now I'm hearing another
Dropped a pin to my parking spot
The bar was hot, it's 2 AM, it feels like summer

Happiness is a butterfly
Try to catch it, like, every night
It escapes from my hands into moonlight
Every day is a lullaby
Hum it on the phone, like, every night
Sing it for my babies on the tour life, ah

If he's a serial killer, then what's the worst
That can happen to a girl who's already hurt?
I'm already hurt
If he's as bad as they say, then I guess I'm cursed

Looking into his eyes, I think he's already hurt
He's already hurt

I said, ""Don't be a jerk, don't call me a taxi""
Sitting in your sweatshirt, crying in the backseat, ooh
I just wanna dance with you
Hollywood and Vine, Black Rabbit in the alley
I just wanna hold you tight down the avenue
I just wanna dance with you
I just wanna dance with you

Baby, I just wanna dance (Dance)
With you (Dance)
Baby, I just wanna dance (Dance)
With you

Left the canyon, drove to the club

I was one thing, now I'm being another
Laurel down to Sunset in the truck
I'll pick you up if you're in town on the corner, ah

Happiness is a butterfly
We should catch it while dancing
I lose myself in the music, baby
Every day is a lullaby
Try to catch it like lightning
I sing it into my music, I'm crazy

If he's a serial killer, then what's the worst
That can happen to a girl who's already hurt?
I'm already hurt
If he's as bad as they say, then I guess I'm cursed
Looking into his eyes, I think he's already hurt

He's already hurt

I said, ""Don't be a jerk, don't call me a taxi""
Sitting in your sweatshirt, crying in the backseat, ooh
I just wanna dance with you
Hollywood and Vine, Black Rabbit in the alley
I just wanna hold you tight down the avenue
I just wanna dance with you
I just wanna dance with you

Baby, I just wanna dance (Dance)
With you (Dance)
Baby, I just wanna dance (Dance)
With you",sad
3lG6OtGDsYAOALxEmubQQm,Happiness is a butterfly,Lana Del Rey,272485,0.467,0.119,2,-10.99,1,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,4,./wav_clips/Happiness_is_a_butterfly_1.wav,"Paroles de la chanson Happiness Is a Butterfly par Lana Del Rey
Do you want me or do you not?
I heard one thing, now I'm hearing another
Dropped a pin to my parking spot
The bar was hot, it's 2 AM, it feels like summer

Happiness is a butterfly
Try to catch it, like, every night
It escapes from my hands into moonlight
Every day is a lullaby
Hum it on the phone, like, every night
Sing it for my babies on the tour life, ah

If he's a serial killer, then what's the worst
That can happen to a girl who's already hurt?
I'm already hurt
If he's as bad as they say, then I guess I'm cursed

Looking into his eyes, I think he's already hurt
He's already hurt

I said, ""Don't be a jerk, don't call me a taxi""
Sitting in your sweatshirt, crying in the backseat, ooh
I just wanna dance with you
Hollywood and Vine, Black Rabbit in the alley
I just wanna hold you tight down the avenue
I just wanna dance with you
I just wanna dance with you

Baby, I just wanna dance (Dance)
With you (Dance)
Baby, I just wanna dance (Dance)
With you

Left the canyon, drove to the club

I was one thing, now I'm being another
Laurel down to Sunset in the truck
I'll pick you up if you're in town on the corner, ah

Happiness is a butterfly
We should catch it while dancing
I lose myself in the music, baby
Every day is a lullaby
Try to catch it like lightning
I sing it into my music, I'm crazy

If he's a serial killer, then what's the worst
That can happen to a girl who's already hurt?
I'm already hurt
If he's as bad as they say, then I guess I'm cursed
Looking into his eyes, I think he's already hurt

He's already hurt

I said, ""Don't be a jerk, don't call me a taxi""
Sitting in your sweatshirt, crying in the backseat, ooh
I just wanna dance with you
Hollywood and Vine, Black Rabbit in the alley
I just wanna hold you tight down the avenue
I just wanna dance with you
I just wanna dance with you

Baby, I just wanna dance (Dance)
With you (Dance)
Baby, I just wanna dance (Dance)
With you",sad
3lG6OtGDsYAOALxEmubQQm,Happiness is a butterfly,Lana Del Rey,272485,0.467,0.119,2,-10.99,1,0.0401,0.969,1.4e-06,0.0973,0.156,70.499,4,./wav_clips/Happiness_is_a_butterfly_2.wav,"Paroles de la chanson Happiness Is a Butterfly par Lana Del Rey
Do you want me or do you not?
I heard one thing, now I'm hearing another
Dropped a pin to my parking spot
The bar was hot, it's 2 AM, it feels like summer

Happiness is a butterfly
Try to catch it, like, every night
It escapes from my hands into moonlight
Every day is a lullaby
Hum it on the phone, like, every night
Sing it for my babies on the tour life, ah

If he's a serial killer, then what's the worst
That can happen to a girl who's already hurt?
I'm already hurt
If he's as bad as they say, then I guess I'm cursed

Looking into his eyes, I think he's already hurt
He's already hurt

I said, ""Don't be a jerk, don't call me a taxi""
Sitting in your sweatshirt, crying in the backseat, ooh
I just wanna dance with you
Hollywood and Vine, Black Rabbit in the alley
I just wanna hold you tight down the avenue
I just wanna dance with you
I just wanna dance with you

Baby, I just wanna dance (Dance)
With you (Dance)
Baby, I just wanna dance (Dance)
With you

Left the canyon, drove to the club

I was one thing, now I'm being another
Laurel down to Sunset in the truck
I'll pick you up if you're in town on the corner, ah

Happiness is a butterfly
We should catch it while dancing
I lose myself in the music, baby
Every day is a lullaby
Try to catch it like lightning
I sing it into my music, I'm crazy

If he's a serial killer, then what's the worst
That can happen to a girl who's already hurt?
I'm already hurt
If he's as bad as they say, then I guess I'm cursed
Looking into his eyes, I think he's already hurt

He's already hurt

I said, ""Don't be a jerk, don't call me a taxi""
Sitting in your sweatshirt, crying in the backseat, ooh
I just wanna dance with you
Hollywood and Vine, Black Rabbit in the alley
I just wanna hold you tight down the avenue
I just wanna dance with you
I just wanna dance with you

Baby, I just wanna dance (Dance)
With you (Dance)
Baby, I just wanna dance (Dance)
With you",sad
46RNrAkGsqWTDrv2ZPOAbx,Moon Song,Phoebe Bridgers,277676,0.339,0.243,1,-12.512,1,0.056,0.869,0.00369,0.107,0.183,154.909,3,./wav_clips/Moon_Song_0.wav,"Paroles de la chanson Moon Song par Phoebe Bridgers
You asked to walk me home
But I had to carry you
And you pushed me in
And now my feet can't touch the bottom of you

You couldn't have
You couldn't have
Stuck your tongue down the throat of somebody
Who loves you more
So I will wait for the next time you want me
Like a dog with a bird at your door
Mmm

We hate Tears In Heaven
But it's sad that his baby died
And we fought about John Lennon

Until I cried
And then went to bed upset

But now I am dreaming
And you're singing at my birthday
And I've never seen you smiling so big
It's nautical themed
And there's something I'm supposed to say
But can't for the life of me
Remember what it is

And if I could give you the moon
I would give you the moon

You are sick and you're married
And you might be dying
But you're holding me like water in your hands
When you saw the dead little bird

You started crying
But you know the killer doesn't understand",sad
46RNrAkGsqWTDrv2ZPOAbx,Moon Song,Phoebe Bridgers,277676,0.339,0.243,1,-12.512,1,0.056,0.869,0.00369,0.107,0.183,154.909,3,./wav_clips/Moon_Song_1.wav,"Paroles de la chanson Moon Song par Phoebe Bridgers
You asked to walk me home
But I had to carry you
And you pushed me in
And now my feet can't touch the bottom of you

You couldn't have
You couldn't have
Stuck your tongue down the throat of somebody
Who loves you more
So I will wait for the next time you want me
Like a dog with a bird at your door
Mmm

We hate Tears In Heaven
But it's sad that his baby died
And we fought about John Lennon

Until I cried
And then went to bed upset

But now I am dreaming
And you're singing at my birthday
And I've never seen you smiling so big
It's nautical themed
And there's something I'm supposed to say
But can't for the life of me
Remember what it is

And if I could give you the moon
I would give you the moon

You are sick and you're married
And you might be dying
But you're holding me like water in your hands
When you saw the dead little bird

You started crying
But you know the killer doesn't understand",sad
46RNrAkGsqWTDrv2ZPOAbx,Moon Song,Phoebe Bridgers,277676,0.339,0.243,1,-12.512,1,0.056,0.869,0.00369,0.107,0.183,154.909,3,./wav_clips/Moon_Song_2.wav,"Paroles de la chanson Moon Song par Phoebe Bridgers
You asked to walk me home
But I had to carry you
And you pushed me in
And now my feet can't touch the bottom of you

You couldn't have
You couldn't have
Stuck your tongue down the throat of somebody
Who loves you more
So I will wait for the next time you want me
Like a dog with a bird at your door
Mmm

We hate Tears In Heaven
But it's sad that his baby died
And we fought about John Lennon

Until I cried
And then went to bed upset

But now I am dreaming
And you're singing at my birthday
And I've never seen you smiling so big
It's nautical themed
And there's something I'm supposed to say
But can't for the life of me
Remember what it is

And if I could give you the moon
I would give you the moon

You are sick and you're married
And you might be dying
But you're holding me like water in your hands
When you saw the dead little bird

You started crying
But you know the killer doesn't understand",sad
4K3RZJ8sWPbv0IedcnEfw6,Fourth of July,Sufjan Stevens,279316,0.441,0.104,6,-22.399,0,0.0459,0.973,0.354,0.119,0.156,120.266,4,./wav_clips/Fourth_of_July_0.wav,"Paroles de la chanson Fourth of July par Sufjan Stevens
The evil, it spread like a fever ahead
It was night when you died, my firefly
What could I have said to raise you from the dead?
Oh, could I be the sky on the Fourth of July?

""Well, you do enough talk
My little hawk, why do you cry?
Tell me, what did you learn from the Tillamook burn?
Or the Fourth of July?
We're all gonna die""

Sitting at the bed with the halo at your head
Was it all a disguise, like junior high?
Where everything was fiction, future, and prediction

Now, where am I? My fading supply

""Did you get enough love, my little dove?
Why do you cry?
And I'm sorry I left, but it was for the best
Though it never felt right
My little Versailles""

The hospital asked, ""Should the body be cast?""
Before I say goodbye, my star in the sky
Such a funny thought to wrap you up in cloth
Do you find it all right, my dragonfly?

""Shall we look at the moon, my little loon?
Why do you cry?
Make the most of your life, while it is rife
While it is light
Well, you do enough talk

My little hawk, why do you cry?
Tell me, what did you learn from the Tillamook burn?
Or the Fourth of July?
We're all gonna die""

We're all gonna die
We're all gonna die
We're all gonna die
We're all gonna die
We're all gonna die
We're all gonna die
We're all gonna die",sad
